Unnamed: 0,MODE,sv,sw,gc_dist,r_dist,temp_cntl,export,hazmat,wgt_factor,sctg,naics,orig_state,orig_state_full,states_code_o,orig_ma,dest_state,dest_state_full,states_code_d,dest_ma,sctg_n
10557,1,45887,2133,711,826,0,0,0,92.2,37,336,48,Texas,TX,99999,47,Tennessee,TN,314,8
10558,3,819,1,1968,2304,0,0,0,63.9,37,333,4,Arizona,AZ,38060,24,Maryland,MD,47900,8
10559,3,15940,43,121,133,0,0,0,13.5,37,332,6,California,CA,41740,6,California,CA,348,8
10560,1,983,8,34,44,0,0,0,211.4,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,408,8
10561,2,4588,2,5,6,0,0,0,323.2,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,25540,8
10562,1,2393,5,709,860,0,0,0,115.0,37,332,53,Washington,WA,500,49,Utah,UT,482,8
10563,4,17130,330,11,32,0,1,0,771.5,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10564,2,9087,28,35,43,0,0,0,174.0,37,336,16,Idaho,ID,99999,53,Washington,WA,99999,8
10565,4,5140,13,13,151,0,1,0,1466.0,37,4238,53,Washington,WA,500,53,Washington,WA,500,8
10566,3,75,2,1163,1555,0,0,0,65.1,37,4238,12,Florida,FL,370,40,Oklahoma,OK,538,8
10567,3,2268,6,2583,3071,0,0,0,131.7,37,333,33,New Hampshire,NH,148,6,California,CA,348,8
10568,2,867,16,3,3,0,0,0,205.0,37,326,53,Washington,WA,500,53,Washington,WA,500,8
10569,3,4395,43,408,483,0,0,0,1136.8,37,334,17,Illinois,IL,176,42,Pennsylvania,PA,99999,8
10570,3,3841,5,950,1150,0,0,0,827.8,37,336,48,Texas,TX,99999,13,Georgia,GA,122,8
10571,2,4714,7,9,11,0,0,0,76.4,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,25540,8
10572,1,117,2,789,855,0,0,0,474.5,37,336,8,Colorado,CO,216,29,Missouri,MO,476,8
10573,3,78282,98,1870,2110,0,0,0,505.1,37,334,18,Indiana,IN,258,53,Washington,WA,500,8
10574,3,11122,74,5,1010,0,1,0,30.0,37,4238,47,Tennessee,TN,368,47,Tennessee,TN,368,8
10575,3,6838,7,103,120,0,0,0,660.4,37,4238,12,Florida,FL,99999,12,Florida,FL,370,8
10576,2,539,10,5,7,0,0,0,104.8,37,336,12,Florida,FL,370,12,Florida,FL,370,8
10577,3,562,117,1001,1310,0,0,0,403.6,37,314,48,Texas,TX,206,26,Michigan,MI,99999,8
10578,3,45,1,914,1058,0,0,0,2779.7,37,4238,48,Texas,TX,206,12,Florida,FL,300,8
10579,2,7683,45,6,7,0,0,0,926.0,37,336,20,Kansas,KS,556,20,Kansas,KS,556,8
10580,5,57777,174442,498,768,0,0,0,335.1,37,4239,5,Arkansas,AR,99999,31,Nebraska,NE,420,8
10581,4,10896,353,306,1530,0,1,0,98.9,37,551114,42,Pennsylvania,PA,430,34,New Jersey,NJ,408,8
10582,1,173722,331,2395,2960,0,0,0,36.8,37,336,13,Georgia,GA,496,53,Washington,WA,500,8
10583,4,87661,7557,60,535,0,1,0,83.4,37,336,39,Ohio,OH,212,39,Ohio,OH,178,8
10584,2,25610,1281,2,3,0,0,0,98.5,37,332,6,California,CA,348,6,California,CA,348,8
10585,3,13504,23,2261,2598,0,0,0,187.6,37,334,6,California,CA,348,12,Florida,FL,99999,8
10586,3,596,1,2459,2858,0,1,0,1024.1,37,4238,6,California,CA,348,36,New York,NY,408,8
10587,3,932,1,179,225,0,0,0,72.4,37,332,50,Vermont,VT,99999,25,Massachusetts,MA,99999,8
10588,3,5208,9,31,302,0,1,0,2696.2,37,4238,6,California,CA,348,6,California,CA,348,8
10589,3,511,4,30,33,0,0,0,38.0,37,334,13,Georgia,GA,496,45,South Carolina,SC,99999,8
10590,1,105414,7830,428,547,0,0,0,575.8,37,336,28,Mississippi,MS,99999,48,Texas,TX,13140,8
10591,3,4621,5,696,722,0,0,0,95.1,37,334,48,Texas,TX,238,6,California,CA,348,8
10592,3,2117,19,264,311,0,0,0,170.4,37,336,5,Arkansas,AR,99999,48,Texas,TX,206,8
10593,3,2967,2,1730,1924,0,0,0,85.1,37,336,42,Pennsylvania,PA,428,35,New Mexico,NM,99999,8
10594,4,17595,10,1745,1754,0,0,0,78.8,37,334,6,California,CA,348,17,Illinois,IL,176,8
10595,3,899,5,33,1697,0,1,0,1064.0,37,332,6,California,CA,348,6,California,CA,348,8
10596,2,2322,129,26,34,0,0,0,190.9,37,4246,42,Pennsylvania,PA,428,42,Pennsylvania,PA,428,8
10597,3,17033,15,25,35,0,0,0,163.0,37,334,12,Florida,FL,370,12,Florida,FL,370,8
10598,3,1885,3,1941,2269,0,0,0,105.4,37,336,24,Maryland,MD,47900,4,Arizona,AZ,38060,8
10599,1,2125,2,462,529,0,0,0,258.0,37,336,31,Nebraska,NE,99999,17,Illinois,IL,99999,8
10600,3,16482,8,786,942,0,0,0,106.1,37,336,36,New York,NY,408,13,Georgia,GA,122,8
10601,3,1035,1,924,1082,0,0,0,182.9,37,4238,51,Virginia,VA,47900,29,Missouri,MO,312,8
10602,3,835,3,626,725,0,0,0,149.4,37,336,54,West Virginia,WV,99999,12,Florida,FL,422,8
10603,3,3010,7,778,873,0,0,0,998.8,37,336,17,Illinois,IL,99999,34,New Jersey,NJ,408,8
10604,2,637,14,3,4,0,0,0,111.4,37,332,53,Washington,WA,500,53,Washington,WA,500,8
10605,2,12,5,11,15,0,0,0,98.2,37,332,25,Massachusetts,MA,99999,9,Connecticut,CT,25540,8
10606,3,1083,23,258,285,0,0,0,323.2,37,332,39,Ohio,OH,184,17,Illinois,IL,176,8
10607,1,18455,23,1351,1526,0,0,0,103.4,37,334,34,New Jersey,NJ,408,48,Texas,TX,206,8
10608,1,39638,1745,223,238,0,0,0,181.7,37,336,48,Texas,TX,99999,48,Texas,TX,99999,8
10609,3,264,3,1346,1618,0,0,0,37.9,37,334,6,California,CA,348,29,Missouri,MO,312,8
10610,4,4678,22,1115,1147,0,0,0,274.6,37,4238,48,Texas,TX,12420,12,Florida,FL,370,8
10611,3,2104,1,30,1095,0,1,0,414.7,37,336,6,California,CA,348,6,California,CA,348,8
10612,3,1069,11,74,89,0,0,0,26.7,37,332,6,California,CA,41740,6,California,CA,348,8
10613,3,2019,3,2311,2716,0,0,0,42.8,37,336,12,Florida,FL,370,6,California,CA,348,8
10614,1,4313,23,338,384,0,0,0,398.2,37,332,48,Texas,TX,206,20,Kansas,KS,556,8
10615,4,90478,10,2133,2600,0,1,0,342.3,37,336,4,Arizona,AZ,38060,36,New York,NY,408,8
10616,3,2324,2,804,920,0,0,0,56.0,37,336,8,Colorado,CO,216,6,California,CA,348,8
10617,2,43,3,4,8,0,0,0,14625.4,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10618,3,949,14,261,295,0,0,0,1410.8,37,4238,48,Texas,TX,206,48,Texas,TX,288,8
10619,3,1649,63,1413,1624,0,0,0,89.2,37,336,40,Oklahoma,OK,99999,36,New York,NY,99999,8
10620,2,134,1,4,4,0,0,0,904.8,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10621,3,824,3,2274,2608,0,0,0,790.0,37,4238,6,California,CA,348,42,Pennsylvania,PA,99999,8
10622,4,17095,198,446,1454,0,1,0,40.7,37,332,6,California,CA,41740,6,California,CA,488,8
10623,3,1469,9,592,775,0,0,0,28.6,37,336,32,Nevada,NV,99999,53,Washington,WA,500,8
10624,3,1871,3,2117,2464,0,0,0,351.2,37,4238,6,California,CA,348,13,Georgia,GA,496,8
10625,3,1251,3,854,1005,0,0,0,595.3,37,336,13,Georgia,GA,496,48,Texas,TX,288,8
10626,1,29081,49672,208,231,0,0,0,26.9,37,336,20,Kansas,KS,312,29,Missouri,MO,476,8
10627,3,1194,14,730,930,0,0,0,127.2,37,332,33,New Hampshire,NH,148,39,Ohio,OH,178,8
10628,1,1653,2,1517,2003,0,0,0,64.4,37,332,53,Washington,WA,500,40,Oklahoma,OK,416,8
10629,3,39,2,27,34,0,0,0,1481.5,37,336,55,Wisconsin,WI,376,17,Illinois,IL,176,8
10630,3,197,1,526,685,0,0,0,129.9,37,4238,12,Florida,FL,99999,12,Florida,FL,370,8
10631,3,2259,1,19,653,0,1,0,710.2,37,4238,13,Georgia,GA,122,13,Georgia,GA,122,8
10632,3,3,32,8,10,0,0,0,811.7,37,336,17,Illinois,IL,176,17,Illinois,IL,176,8
10633,1,146,2,611,713,0,0,0,687.6,37,334,21,Kentucky,KY,350,34,New Jersey,NJ,408,8
10634,1,35643,2199,888,1194,0,0,0,91.8,37,336,48,Texas,TX,99999,55,Wisconsin,WI,99999,8
10635,1,2026,800,367,502,0,0,0,215.7,37,333,32,Nevada,NV,99999,6,California,CA,348,8
10636,1,8778,57,141,175,0,0,0,156.5,37,336,42,Pennsylvania,PA,99999,36,New York,NY,408,8
10637,3,590,2,903,1133,0,0,0,163.1,37,334,27,Minnesota,MN,378,13,Georgia,GA,122,8
10638,3,31,1,279,330,0,0,0,3930.7,37,4238,13,Georgia,GA,122,45,South Carolina,SC,99999,8
10639,3,306,7,522,676,0,0,0,359.8,37,336,55,Wisconsin,WI,376,20,Kansas,KS,99999,8
10640,3,2223,2,2645,2670,0,0,0,650.4,37,4238,12,Florida,FL,99999,53,Washington,WA,500,8
10641,3,273,2,1205,1560,0,0,0,2633.7,37,4238,40,Oklahoma,OK,416,12,Florida,FL,370,8
10642,3,104,1,164,184,0,0,0,847.3,37,4238,6,California,CA,260,6,California,CA,472,8
10643,1,74077,159,840,981,0,0,0,104.2,37,326,13,Georgia,GA,122,9,Connecticut,CT,408,8
10644,3,1478,5,1907,2053,0,0,0,102.9,37,331,6,California,CA,348,12,Florida,FL,99999,8
10645,4,746,159,1954,2089,0,0,0,77.6,37,331,6,California,CA,472,2,Alaska,AK,99999,8
10646,3,2973,8,196,230,0,0,0,871.3,37,336,39,Ohio,OH,184,39,Ohio,OH,212,8
10647,3,3339,2,19,653,0,1,0,715.9,37,4238,13,Georgia,GA,122,13,Georgia,GA,122,8
10648,1,34556,86031,82,87,0,0,0,83.3,37,331,5,Arkansas,AR,99999,5,Arkansas,AR,99999,8
10649,3,4924,13,1444,1859,0,0,0,189.1,37,336,20,Kansas,KS,556,53,Washington,WA,500,8
10650,1,74811,377,2294,2713,0,0,0,26.1,37,336,25,Massachusetts,MA,148,4,Arizona,AZ,38060,8
10651,3,41873,40,974,1104,0,0,0,16.3,37,332,9,Connecticut,CT,99999,29,Missouri,MO,476,8
10652,4,320,32,2413,2547,0,0,0,76.4,37,336,45,South Carolina,SC,16700,53,Washington,WA,500,8
10653,3,273,8,1712,2378,0,1,0,84.3,37,4238,53,Washington,WA,500,17,Illinois,IL,176,8
10654,1,67508,3992,639,843,0,1,0,255.6,37,336,20,Kansas,KS,556,48,Texas,TX,99999,8
10655,3,8443,4,402,462,0,0,0,93.6,37,336,39,Ohio,OH,184,17,Illinois,IL,99999,8
10656,3,389,1,890,1149,0,0,0,157.5,37,334,4,Arizona,AZ,99999,48,Texas,TX,206,8
10657,3,661,2,23,28,0,0,0,41.3,37,333,42,Pennsylvania,PA,428,10,Delaware,DE,428,8
10658,3,351,11,1038,1187,0,0,0,432.3,37,332,39,Ohio,OH,184,12,Florida,FL,370,8
10659,3,7482,52,452,522,0,0,0,264.8,37,336,31,Nebraska,NE,99999,17,Illinois,IL,99999,8
10660,1,1063,1063,2378,2730,0,0,0,137.0,37,336,12,Florida,FL,99999,6,California,CA,99999,8
10661,3,293,1,1224,1444,0,0,0,76.1,37,4238,48,Texas,TX,12420,6,California,CA,348,8
10662,3,469,3,225,279,0,0,0,670.8,37,4239,29,Missouri,MO,99999,5,Arkansas,AR,99999,8
10663,2,643,1,14,17,0,0,0,249.9,37,332,9,Connecticut,CT,408,9,Connecticut,CT,408,8
10664,3,1277,2,198,227,0,0,0,16.7,37,332,9,Connecticut,CT,99999,34,New Jersey,NJ,428,8
10665,3,679,4,65,76,0,0,0,1104.3,37,336,6,California,CA,348,6,California,CA,348,8
10666,1,168744,8122,810,955,0,0,0,25.0,37,331,20,Kansas,KS,312,42,Pennsylvania,PA,99999,8
10667,1,111533,48190,988,1275,0,1,0,12.7,37,331,20,Kansas,KS,312,4,Arizona,AZ,99999,8
10668,3,1495,1,1243,1504,0,0,0,157.7,37,334,17,Illinois,IL,176,48,Texas,TX,238,8
10669,3,1286,9,262,291,0,0,0,365.7,37,4238,12,Florida,FL,422,13,Georgia,GA,496,8
10670,3,22,1,2,2,0,0,0,14298.8,37,4238,4,Arizona,AZ,38060,4,Arizona,AZ,38060,8
10671,4,3678,41,2179,2191,0,0,0,39.0,37,336,53,Washington,WA,99999,13,Georgia,GA,496,8
10672,3,308,15,36,45,0,0,0,730.7,37,334,48,Texas,TX,206,48,Texas,TX,206,8
10673,1,2139,28,631,868,0,0,0,147.2,37,327,1,Alabama,AL,99999,20,Kansas,KS,556,8
10674,3,2353,21,153,209,0,0,0,489.7,37,334,36,New York,NY,99999,9,Connecticut,CT,25540,8
10675,2,211,5,4,4,0,0,0,141.4,37,332,53,Washington,WA,500,53,Washington,WA,500,8
10676,1,117389,71,1596,1776,0,0,0,164.3,37,332,36,New York,NY,408,48,Texas,TX,99999,8
10677,3,8664,29,2084,2398,0,0,0,94.0,37,336,39,Ohio,OH,184,6,California,CA,348,8
10678,3,12021,32,821,961,0,0,0,241.2,37,326,13,Georgia,GA,122,9,Connecticut,CT,408,8
10679,3,93,3,832,1009,0,0,0,25.2,37,333,12,Florida,FL,45300,54,West Virginia,WV,99999,8
10680,4,712,1,13,151,0,1,0,715.0,37,4238,53,Washington,WA,500,53,Washington,WA,500,8
10681,2,12926,108,160,197,0,0,0,733.6,37,336,41,Oregon,OR,440,53,Washington,WA,500,8
10682,1,2116,2684,195,227,0,0,0,34.1,37,332,20,Kansas,KS,312,29,Missouri,MO,99999,8
10683,4,7,2,385,1117,0,1,0,2334.3,37,336,18,Indiana,IN,294,47,Tennessee,TN,368,8
10684,3,10982,14,1095,1308,0,0,0,67.1,37,334,12,Florida,FL,99999,17,Illinois,IL,99999,8
10685,1,2486,368,24,31,0,0,0,149.9,37,326,6,California,CA,348,6,California,CA,348,8
10686,1,5298,85,714,828,0,1,0,95.3,37,336,51,Virginia,VA,47900,23,Maine,ME,99999,8
10687,3,1505,12,87,111,0,0,0,129.7,37,332,4,Arizona,AZ,99999,4,Arizona,AZ,38060,8
10688,1,1151,190,1094,1304,0,0,0,289.6,37,4235,39,Ohio,OH,99999,48,Texas,TX,99999,8
10689,3,2289,9,971,1121,0,0,0,41.8,37,333,42,Pennsylvania,PA,428,28,Mississippi,MS,99999,8
10690,1,5964,239,174,224,0,0,0,275.3,37,4238,54,West Virginia,WV,99999,42,Pennsylvania,PA,430,8
10691,3,2911,9,27,37,0,0,0,153.3,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10692,2,301,37,5,7,0,0,0,141.4,37,332,53,Washington,WA,500,53,Washington,WA,500,8
10693,1,118812,13434,1391,1628,0,1,0,29.2,37,336,12,Florida,FL,422,23,Maine,ME,99999,8
10694,2,340,1280,157,185,0,0,0,31.9,37,4238,42,Pennsylvania,PA,99999,36,New York,NY,464,8
10695,1,4689,71,700,861,0,0,0,146.0,37,327,1,Alabama,AL,99999,12,Florida,FL,370,8
10696,1,1251,4,1460,1951,0,0,0,264.1,37,334,55,Wisconsin,WI,99999,4,Arizona,AZ,536,8
10697,3,6539,11,5,805,0,1,0,106.4,37,336,12,Florida,FL,370,12,Florida,FL,370,8
10698,3,2,1,13,20,0,0,0,12846.3,37,4237,20,Kansas,KS,556,20,Kansas,KS,556,8
10699,4,50396,52,485,1528,0,1,0,12.3,37,331,41,Oregon,OR,440,6,California,CA,488,8
10700,3,15646,14,3,1054,0,1,0,133.6,37,334,6,California,CA,348,6,California,CA,348,8
10701,3,41141,12,948,1235,0,1,0,126.2,37,336,6,California,CA,348,53,Washington,WA,500,8
10702,3,2860,8,245,261,0,0,0,312.4,37,336,12,Florida,FL,370,12,Florida,FL,300,8
10703,1,17,1,208,280,0,0,0,828.0,37,336,39,Ohio,OH,99999,21,Kentucky,KY,99999,8
10704,1,932556,1399,161,189,0,0,0,26.0,37,333,12,Florida,FL,45300,12,Florida,FL,300,8
10705,2,65668,4964,215,261,0,0,0,54.7,37,336,13,Georgia,GA,99999,12,Florida,FL,99999,8
10706,1,4990,1,2138,2458,0,0,0,153.4,37,326,42,Pennsylvania,PA,99999,6,California,CA,348,8
10707,1,39875,1275,336,361,0,0,0,7.1,37,336,48,Texas,TX,206,20,Kansas,KS,556,8
10708,3,731,118,1208,1392,0,0,0,16.2,37,336,48,Texas,TX,288,51,Virginia,VA,545,8
10709,4,690,2,443,1781,0,1,0,226.4,37,334,4,Arizona,AZ,536,6,California,CA,348,8
10710,1,2682,27,2168,2604,0,0,0,197.4,37,331,36,New York,NY,160,6,California,CA,41740,8
10711,1,91904,170,837,1051,0,0,0,112.2,37,336,8,Colorado,CO,216,6,California,CA,348,8
10712,3,51880,136,2443,2919,0,1,0,405.0,37,336,6,California,CA,348,36,New York,NY,408,8
10713,4,545,6,29,1082,0,1,0,4657.1,37,4238,6,California,CA,348,6,California,CA,348,8
10714,2,795,2,35,43,0,0,0,173.3,37,336,16,Idaho,ID,99999,53,Washington,WA,99999,8
10715,1,94491,304,455,561,0,0,0,227.2,37,331,39,Ohio,OH,184,9,Connecticut,CT,25540,8
10716,4,230,2,1709,1758,0,0,0,81.8,37,336,6,California,CA,348,28,Mississippi,MS,99999,8
10717,3,374,6,1192,1423,0,0,0,203.6,37,4238,17,Illinois,IL,176,12,Florida,FL,370,8
10718,4,15103,4,1959,2017,0,0,0,129.0,37,325,4,Arizona,AZ,38060,12,Florida,FL,370,8
10719,1,1901,124,924,1037,0,0,0,1794.5,37,4235,34,New Jersey,NJ,408,29,Missouri,MO,99999,8
10720,3,1381,2,1243,1523,0,0,0,256.5,37,4238,26,Michigan,MI,266,12,Florida,FL,370,8
10721,3,2201,3,2260,2596,0,1,0,316.5,37,4238,12,Florida,FL,99999,6,California,CA,348,8
10722,3,49,1,447,585,0,0,0,727.0,37,336,41,Oregon,OR,440,32,Nevada,NV,99999,8
10723,3,10719,19,112,277,0,1,0,16.5,37,332,9,Connecticut,CT,99999,34,New Jersey,NJ,408,8
10724,4,4818,353,45,228,0,1,0,210.6,37,336,53,Washington,WA,500,53,Washington,WA,500,8
10725,1,1946,11,697,777,0,0,0,119.5,37,326,13,Georgia,GA,122,48,Texas,TX,206,8
10726,2,2506,158,72,95,0,0,0,177.9,37,4238,9,Connecticut,CT,99999,25,Massachusetts,MA,148,8
10727,1,39235,537,614,670,0,0,0,15.4,37,336,48,Texas,TX,12420,1,Alabama,AL,380,8
10728,1,13315,17753,262,338,0,0,0,481.1,37,332,48,Texas,TX,206,40,Oklahoma,OK,538,8
10729,5,42499,125998,915,1314,0,0,0,67.2,37,331,39,Ohio,OH,198,48,Texas,TX,206,8
10730,3,2455,2,710,861,0,0,0,78.1,37,334,42,Pennsylvania,PA,428,21,Kentucky,KY,99999,8
10731,3,316,7,180,205,0,0,0,320.5,37,332,29,Missouri,MO,312,20,Kansas,KS,556,8
10732,2,3024,60,8,9,0,0,0,75.6,37,332,27,Minnesota,MN,378,27,Minnesota,MN,378,8
10733,3,1426,7,11,16,0,1,0,722.8,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10734,3,1243,4,1431,1844,0,0,0,298.2,37,336,20,Kansas,KS,556,53,Washington,WA,500,8
10735,1,3493,182,225,245,0,0,0,45.0,37,332,20,Kansas,KS,312,29,Missouri,MO,476,8
10736,3,16788,37,128,238,0,1,0,36.4,37,336,53,Washington,WA,440,53,Washington,WA,500,8
10737,2,9567,5,9,11,0,0,0,72.7,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,25540,8
10738,4,3022,160,1284,1563,0,1,0,403.6,37,336,40,Oklahoma,OK,538,6,California,CA,348,8
10739,1,2435,85,1345,1639,0,0,0,44.0,37,332,20,Kansas,KS,312,6,California,CA,348,8
10740,3,118,33,1447,1876,0,0,0,3253.9,37,4238,20,Kansas,KS,556,53,Washington,WA,500,8
10741,2,774,2,13,15,0,0,0,1119.2,37,332,48,Texas,TX,206,48,Texas,TX,206,8
10742,4,813,2,1796,1838,0,0,0,395.8,37,336,53,Washington,WA,500,48,Texas,TX,41700,8
10743,4,513,1,375,660,0,1,0,13591.3,37,4238,4,Arizona,AZ,38060,6,California,CA,348,8
10744,1,1361,32,188,230,0,0,0,189.1,37,336,24,Maryland,MD,12580,36,New York,NY,408,8
10745,1,14803,4635,63,72,0,0,0,257.2,37,332,55,Wisconsin,WI,99999,27,Minnesota,MN,378,8
10746,3,2397,4,25,1236,0,1,0,241.9,37,334,13,Georgia,GA,122,13,Georgia,GA,122,8
10747,1,9052,17,1215,1415,0,0,0,87.3,37,4238,6,California,CA,348,48,Texas,TX,41700,8
10748,4,1936,1,385,1117,0,1,0,522.9,37,336,18,Indiana,IN,294,47,Tennessee,TN,368,8
10749,1,42408,43085,913,1111,0,0,0,102.0,37,331,17,Illinois,IL,476,48,Texas,TX,99999,8
10750,3,754,1,136,150,0,0,0,545.4,37,336,6,California,CA,348,6,California,CA,41740,8
10751,3,4065,14,4,4,0,0,0,247.5,37,336,6,California,CA,348,6,California,CA,348,8
10752,1,8943,26,666,763,0,0,0,163.0,37,336,17,Illinois,IL,176,34,New Jersey,NJ,428,8
10753,3,89,8,99,118,0,0,0,96.9,37,314,12,Florida,FL,422,12,Florida,FL,370,8
10754,3,1492,6,2253,2591,0,0,0,254.9,37,332,6,California,CA,348,12,Florida,FL,99999,8
10755,3,7758,1,2061,2369,0,0,0,85.2,37,336,42,Pennsylvania,PA,428,4,Arizona,AZ,38060,8
10756,2,1008,2,3,4,0,0,0,79.3,37,334,6,California,CA,348,6,California,CA,348,8
10757,3,1067,16,9,12,0,0,0,13.4,37,332,6,California,CA,41740,6,California,CA,41740,8
10758,3,162941,24,970,988,0,0,0,77.0,37,4238,47,Tennessee,TN,368,36,New York,NY,408,8
10759,4,16547,9,1192,1229,0,0,0,368.4,37,336,6,California,CA,348,20,Kansas,KS,556,8
10760,3,7510,2,9,1413,0,1,0,64.1,37,333,4,Arizona,AZ,38060,4,Arizona,AZ,38060,8
10761,1,116,15,2753,3319,0,1,0,4683.8,37,4238,6,California,CA,348,23,Maine,ME,99999,8
10762,1,121792,937,476,634,0,0,0,161.3,37,327,1,Alabama,AL,99999,29,Missouri,MO,312,8
10763,4,12280,260,4,826,0,1,0,57.5,37,331,27,Minnesota,MN,378,27,Minnesota,MN,378,8
10764,1,3779,338,853,1016,0,0,0,242.9,37,332,9,Connecticut,CT,25540,13,Georgia,GA,122,8
10765,1,72002,48,684,787,0,0,0,45.0,37,336,51,Virginia,VA,99999,25,Massachusetts,MA,148,8
10766,1,17612,156,1150,1311,0,0,0,21.8,37,332,6,California,CA,41740,48,Texas,TX,12420,8
10767,3,2812,6,1540,1618,0,0,0,301.0,37,334,19,Iowa,IA,99999,53,Washington,WA,500,8
10768,1,2278,85,611,713,0,0,0,687.7,37,334,21,Kentucky,KY,350,34,New Jersey,NJ,408,8
10769,3,69,19,77,95,0,0,0,220.4,37,333,27,Minnesota,MN,378,27,Minnesota,MN,99999,8
10770,1,73347,15113,73,86,0,0,0,596.9,37,336,17,Illinois,IL,176,17,Illinois,IL,99999,8
10771,5,911046,27946,17,23,0,0,0,2.8,37,336,34,New Jersey,NJ,408,34,New Jersey,NJ,428,8
10772,3,35976,61,188,230,0,0,0,93.7,37,336,24,Maryland,MD,12580,36,New York,NY,408,8
10773,3,998,2,15,19,0,0,0,619.8,37,334,6,California,CA,348,6,California,CA,348,8
10774,3,2625,10,2209,2584,0,0,0,192.7,37,332,9,Connecticut,CT,25540,4,Arizona,AZ,38060,8
10775,1,63992,6419,1015,1190,0,0,0,1947.9,37,336,18,Indiana,IN,99999,56,Wyoming,WY,99999,8
10776,4,22675,24,831,855,0,0,0,37.8,37,334,8,Colorado,CO,99999,6,California,CA,348,8
10777,4,186607,1937,151,355,0,1,0,10.8,37,332,25,Massachusetts,MA,148,36,New York,NY,408,8
10778,1,49238,35987,523,636,0,0,0,291.5,37,4235,39,Ohio,OH,99999,5,Arkansas,AR,99999,8
10779,2,9430,472,3,4,0,0,0,205.2,37,339,42,Pennsylvania,PA,99999,42,Pennsylvania,PA,99999,8
10780,3,255,5,825,950,0,0,0,813.0,37,335,47,Tennessee,TN,400,48,Texas,TX,41700,8
10781,4,7052,10,2118,2150,0,0,0,16.9,37,332,6,California,CA,348,13,Georgia,GA,496,8
10782,3,2857,91,20,35,0,0,0,253.6,37,336,6,California,CA,348,6,California,CA,348,8
10783,1,9458,4,712,819,0,0,0,123.0,37,334,1,Alabama,AL,99999,34,New Jersey,NJ,428,8
10784,1,1870,5,631,730,0,0,0,40.9,37,336,9,Connecticut,CT,408,21,Kentucky,KY,178,8
10785,4,801,2,957,2196,0,1,0,126.7,37,4238,12,Florida,FL,370,48,Texas,TX,288,8
10786,2,4618,33,32,38,0,0,0,36.5,37,332,24,Maryland,MD,12580,24,Maryland,MD,12580,8
10787,2,1165,111,20,25,0,0,0,770.3,37,332,25,Massachusetts,MA,99999,9,Connecticut,CT,25540,8
10788,3,590,1,393,447,0,0,0,94.1,37,336,39,Ohio,OH,184,17,Illinois,IL,99999,8
10789,4,527,9,1101,1706,0,1,0,628.3,37,4238,12,Florida,FL,370,34,New Jersey,NJ,408,8
10790,3,1130,49,866,1053,0,0,0,155.4,37,332,21,Kentucky,KY,178,12,Florida,FL,370,8
10791,3,4245,21,45,852,0,1,0,91.3,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
10792,2,2601,4,26,29,0,0,0,35.8,37,332,24,Maryland,MD,12580,24,Maryland,MD,12580,8
10793,3,1268,26,332,382,0,0,0,936.4,37,332,39,Ohio,OH,99999,36,New York,NY,99999,8
10794,4,7986,11,1333,1390,0,0,0,12.5,37,333,49,Utah,UT,482,18,Indiana,IN,294,8
10795,1,5968,714,934,1130,0,0,0,334.3,37,327,6,California,CA,348,53,Washington,WA,500,8
10796,1,836,6,647,777,0,0,0,163.4,37,336,36,New York,NY,408,26,Michigan,MI,99999,8
10797,2,399,2,3,3,0,0,0,857.7,37,332,20,Kansas,KS,556,20,Kansas,KS,556,8
10798,3,1233,5,692,825,0,0,0,36.6,37,336,6,California,CA,488,53,Washington,WA,500,8
10799,1,17293,519,1556,2027,0,0,0,225.9,37,336,40,Oklahoma,OK,538,53,Washington,WA,500,8
10800,1,5122,4689,807,917,0,0,0,42.0,37,332,45,South Carolina,SC,99999,48,Texas,TX,99999,8
10801,3,1063,5,894,1028,0,0,0,369.4,37,4238,12,Florida,FL,370,24,Maryland,MD,47900,8
10802,1,23540,1587,80,95,0,0,0,196.5,37,332,6,California,CA,348,6,California,CA,348,8
10803,3,14731,14,71,91,0,0,0,45.1,37,333,37,North Carolina,NC,268,37,North Carolina,NC,172,8
10804,3,12393,37,1072,1267,0,0,0,430.3,37,4238,12,Florida,FL,370,34,New Jersey,NJ,408,8
10805,3,22536,136,2209,2584,0,0,0,381.6,37,332,9,Connecticut,CT,25540,4,Arizona,AZ,38060,8
10806,3,1648,5,672,915,0,0,0,108.2,37,336,8,Colorado,CO,216,16,Idaho,ID,99999,8
10807,3,36288,24,876,1119,0,0,0,89.9,37,334,4,Arizona,AZ,99999,20,Kansas,KS,556,8
10808,3,1255,14,293,353,0,0,0,183.1,37,332,12,Florida,FL,300,13,Georgia,GA,122,8
10809,4,1662,3,37,50,0,1,0,42.2,37,336,12,Florida,FL,370,12,Florida,FL,370,8
